Product_Name,Product category,Introduction,Block1,Block2,Block3,Features,Technical Specifications,url,Data sheets,downloads,product_family_name,is_range
RADIUS 800X,Surface navigation & positioning,,,,," -  Relative positioning system
 -  Operating range of up to 1000 metres
 -  Unique ID coding for reliable vessel identification
 -  Multi-user capabilities
 -  ATEX category 2 G product
 -  Fully operational in range and bearing","PERFORMANCE POWER SPECIFICATIONS
Range: Up to 1000 m
DP range: > 550 m
Input: 5 V DC from Field Power Unit
Opening angle: Vertical/horizontal ± 45°/± 45°
Field Power Unit: Input voltage: Nominal 19 V DC, range 12 to 21 V DC
Output voltage: 5 V DC
Maximum current: 160 mA
RADius 800X transponder: Dimensions: 564 x 562 x 214 mm
Weight without clamps: 7.4 kg
Weight with clamps: 9.1 kg
Connection box: Dimensions: 122 x 92 x 120 mm
Operating humidity: 20 to 100 % RH
Storage humidity: 20 to 70 % RH
Field Power Unit (recommended): Dimensions: 255 x 120 x 250 mm
Weight: 3.1 kg
Ingress protection transponder electronic unit: IP 66
PSD1001C power supply Ingress protection: IP 66
PSD1001C: Dimensions: 22 x 111 x 99 mm
Field Power Unit: IP 66
Weight: 0.11 kg
Operating temperature range: -20 °C to +60 °C
Storage temperature range: +5 °C to +40 °C
Phoenix QUINT power supply (recommended): Type: Phoenix QUINT
Dimensions: 55 x 130 x 125 mm
Weight: 0.85 kg
Compliance to Radio Equipment Directive (RED) 2014/53/EU
ATEX certificate: EU-type Examination Certificate Number: Presafe 19 ATEX 14991X",https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,https://www.kongsberg.com/contentassets/afb048f8c2584b379af4b51eed83d2e7/datasheet_radius800x.pdf,,MW-based Relative position sensor,1.0
RADIUS EX BATTERY,Surface navigation & positioning,,,,," - Primary cell and series resistor
 - Intrinsically safe
 - Long storage time
 - Non-rechargeable
 - ATEX, IECEx and INMETRO certificates","BATTERY BUILD-UP
 - Storage time: Over 10 years at temp.
 - Supplier model number: Xeno Energy XL205F/T1
 - Chemistry: Thionylchloride
 - Self-discharge rate: 1 to 2% per year at room temperature
 - Primary D cell lithium battery

ELECTRICAL SPECIFICATIONS
 - No load voltage: Max 3.67 V
 - Infallible integrated current limiting resistor: 390 R
 - Output current: Max 10.1 mA
 - Available power from pack: Max 39.4 mW
 - Capacity: 19 Ah
 - Battery is non-rechargeable
 - ATEX, IECEx AND INMETRO CERTIFICATES

WEIGHTS AND DIMENSIONS
 - Total weight: 0.34 kg
 - Cell weight: 98 g
 - Battery pack (incl. mounting tabs): 108 mm x 57 mm x 48 mm

ENVIRONMENTAL SPECIFICATIONS
 - Operational temperature range: -25 to +60 °C
 - Ingress protection: IP66
 - Humidity: 99% non-condensing
 - Drop tests: 4 times onto a concrete floor from 1 m height in ambient temperature of -30 °C
 - Regulations: Class 9, UN 3090/3091",https://www.kongsberg.com/maritime/products/vessel-reference-systems/position-systems/relative-position-reference-system-radius/,https://www.kongsberg.com/contentassets/afb048f8c2584b379af4b51eed83d2e7/datasheet_radiusexbattery.pdf,,MW-based Relative position sensor,1.0
SA9510S,Underwater navigation & positioning,,,,,"Key Features for the SA9510S Sonar
• Automatic mine/obstacle detection and warning
• Automatic target initiation and tracking
• Wide horizontal and vertical coverage
• Excellent horizontal and vertical resolution
• Sound propagation model integrated
• Anti-grounding and seafl oor detection ahead of vessel
• Easy integration / information exchange with CC system
• Operator confi guration of sonar parameters and HMI
• Built-in Test Equipment (BITE).
• Features that enhance shallow water capabilities and operations in narrow
straits. ","Operating Frequency Range: 70 to 100 kHz
Horizontal Sector Coverage: 120º (Centre Beam < 1º)
Vertical Sector Coverage: 90º (Centre Beam < 2º)
Bearing Angle Accuracy: < 1º (at Centre)
Elevation Angle Accuracy: < 2º (at Centre)
Target Bearing Separation: < 2º
Target Tracking: 3D Tracking – Automatic and Manual
Pulse Types: HFM / LFM / CW
Alarm: Audio and Visual
Electronic Charts Formats: ENC, DNC, and ARC
Recording and Replay: Yes
Sound Propagation Modeling: Yes
Mine Seeking and Navigation: Yes - Simultaneous
Single Ping: Yes – Controlled by Operator
Bottom Profiling: Yes – Ahead of Submarine
Screen Operation:
Integration with Multi-Function Console (MFC): Remote Desktop - Single Screen / Two Screens
Depth Rating: 500m
Sound Speed Profile: Yes
Transmission Control: Yes
Echo Strength: Yes – Relative Backscatter",https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/mine-avoidance-and-navigation-sonar-for-submarines-sa9510s/,,{},,
Remote Services for HiPAP systems,Underwater navigation & positioning,,,,,"Typical tasks than can be executed by Remote Services include:
- Transducer alignment
- Transducer alignment analysis
- LBL Array calibration
- LBL Array runtime calibration
- Software Upgrade (cNODE)
- Configure new options
- HAIN alignment
- Post processing of DVL calibration
- Troubleshooting in general
- Configure outputs/inputs
- General System Check",I don't know,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/remote-services-for-hipap-systems/,,{},,
SA9520,Underwater navigation & positioning,,,,,"Key Features of the SA9520
• Automatic mine/obstacle
warning.
• Automatic target initiation and
tracking.
• Vertical resolution which allows
for positioning of objects in
depth.
• Wide sector coverage area.
• Sound propagation model
integrated.
• Anti-grounding and seafloor
mapping ahead of vessel.
• Easy integration / information
exchange with CC system.
• Operator configuration of sonar
parameters and HMI.
• Range of Hull Unit options.
• Built-in Test Equipment
(BITE)","Technical specifications:
• Operating frequency range: 70 to 100 kHz
• Horizontal sector coverage: Selectable: 15º/30º/60º/90º/120º
• Vertical sector coverage: Selectable: 15º/30º/60º/90º
• Bearing angle accuracy: 0.5º (at centre)
• Elevation angle accuracy: 0.5º (at centre)
• Range resolution: 7 cm
• Range accuracy: < 2 % of range
• Target Tracking: 3D tracking – Automatic and Manual
• Target bearing separation horizontal: 1.4º
• Target bearing separation vertical: 2.0º
• Detection range: 1000 m
 (@ 85kHz, TS=÷20 dB, Salinity=35ppt, T=10°C)
• Detection range: 2600 m
 (@ 85kHz, TS=÷20 dB, Salinity=7ppt, T=10°C)
• Pulse types: HFM / LFM / CW
• Alarm: Audio and visual
• Electronic charts: Yes
• Recording and Replay: Yes
• Sound Propagation Modeling: Yes
• Single ping: Yes – Controlled by operator
• Bottom profiling: Yes – ahead of submarine
• Integration with Multi Function Consol (MFC): Remote desktop - Single screen / Two screens
• Sound Speed Profile: Yes
• Transmission control: Yes",https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/mine-and-obstacle-avoidance-sonar-for-surface-vessels-sa9520/,,{},,
SS2030 ,Communication solutions,,,,,"• Enhanced shallow water features (low side-lobe levels and narrow beams
that reduce the reverberation problem in littoral waters)
• New and modern Human Machine Interface (HMI)
• Operating modes: Active Omni (360°), Active sectors, Passive
• Tiltable transmit and receive angles
• Electronic maps with sonar echo overlay (for recognition of underwater
obstacles and visualisation of target hiding places)
• Built-in Sound Propagation Model for optimal tilt setting and Probability of
Detection (PoD)
• Tracker with automatic and manual target initiation
• Audio channel
• Built-in simulator for training
• Vertical view (provides vertical target position and bottom profiles)
• Alarms for objects/torpedo close to own ship.
• Flexible integration and information exchange with Combat Management
System (CMS)
• Display options: Single display (see figure), Standalone console, Multi
Function Console (MFC) with Citrix Receiver interface","Technical Specifications:
• Operating Frequency: 20 - 30 kHz
• Pulse Bandwidth: Up to 3 kHz
• Pulse Types: CW, HFM, LFM
• Pulse Length: 1 ms to 80 ms
• Tilt (OMNI/Sector): +10° to -60°
• Range Scale: 10m to 16000m
• Transmission Modes:
  - Horizontal Omni 360°
  - Horizontal Sector (11.5° / 30° / 60° / 120°)
  - Vertical Sector 60°
  - Simultaneous Horizontal and Vertical
• Transmission Modes:
  - Hor Omni/Sector Vert Beam Width 5°/7.0° @30/20 kHz
  - Vertical Sector Hor Beam Width 8.5°/13° @30/20 kHz
• Number of Rx Beams:
  - Horizontal 64 Beams Covering 360°
  - Vertical Sector 16 Beams Covering 60°
• Receiving Beam Widths:
  - Hor Omni/Sector Hor Beam Width 8.5°/13°@30/20 kHz
  - Hor Omni/Sector Vert Beam Width 5°/7.0° @30/20 kHz
  - Vertical Sector Hor Beam Width 8.5°/13°@30/20 kHz
  - Vertical Sector Vert Beam Width 5°/7.0° @30/20 kHz
• Beam Stabilisation: Yes
• Source Level:
  - Omni 220 dB (re 1μPa at 1m)
  - Sector (11.5°) 224 dB (re 1μPa at 1m)
• Transducer Geometry: Cylindrical
• Number of Channels:
  - Transmitter 384 Transmitting Channels
  - Receiver 384 Receiving Channels
• Data I/O (RS-232 or LAN):
  - Input: Attitude Data (Roll/Pitch), Speed Log,
    Gyro, GPS, Echo Sounder, Sound Velocity Profile, SVP, Tracks and
    Markers from CMS.
  - Output: To CMS (Sonar Settings, Track
    Information, Marker Information,
    Navigation Data for Each Ping, PoD
    Calculated by Sonar)
• Presentation Views:
  - Omni View w/Electronic Map
  - Vertical View
  - Zoom View
  - B-Scan View
  - Radial Velocity View
  - Echogram View
  - Probability of Detection (PoD) View w/Ray Trace
  - Sound Velocity Profile View
  - Passive Waterfall View
  - Demodulated Noise (DEMON) View
• Hull Unit Options:
  - Fixed Transducer Installation (w/GRP Dome)
  - Hoistable Hull Unit (Stroke Length 1.2m / 1.6m / 2.1m)
• Environmental Compliance: Compliant to Marine Standard IEC60945",https://www.kongsberg.com/globalassets/maritime/km-products/product-documents/anti-submarine-warefare-sonar-ss-2030/,,{},,
Seadiff 300,"Communication solutions, Naval",,,,,GPS based relative positioning system Connected to Seatrack units via radio communication or wired connection Provides relative range and bearing Bearing between Seatracks can also be presented,"PERFORMANCE ENVIRONMENTAL SPECIFICATIONS Accuracy: <1 m GNSS update rate: Up to 1 Hz Operational temperature range: -15°C - +55°C Humidity: Max 95% non-condensing GNSS STANDARDS AND REGULATIONS GPS L1 Compliance to EMCD, immunity/emission: IEC 60945/EN 60945 WEIGHTS AND DIMENSIONS Seadiff Processing Unit: 89 x 485 x 357 mm Weight: 5.4 Kg POWER SPECIFICATIONS Supply voltage: 100 to 240 V AC 50/60 Hz Max power consumption: 60 W",https://www.kongsberg.com/maritime/products/deck-machinery-and-cranes/deck-machinery/seismic-vessels/spread-management/seatrack-220-320/,https://www.kongsberg.com/contentassets/4147baa3ebf2431f8727ee50d889df87/datasheet_seadiff300.pdf,,"GPS transponder, Seatrack 220 / 320",1.0
Seadiff 320,"Communication solutions, Naval",,,,," - GPS and Glonass based relative positioning system
 - Calculation of data from connected Seatrack units
 - Provides relative range and bearing to all units
 - Presentation of bearing between Seatracks
 - GNSS update rate up to 2Hz
 - Operational temperature range -15°C to +55°C
 - Humidity Max 95% non-condensing
 - Compliance to Electromagnetic compatibility, IEC 60945/EN 60945, IEC 60950-1/EN 60950-1 standards
 - GPS L1, Glonass L1 standard used IEC 60945/EN 60945
 - Mechanical vibration and product safety compliances maintained","Position accuracy, <1m to RTK <10cm
Relative buoy accuracy, <1m to RTK <5cm
GNSS update rate, up to 2Hz
Operational temperature range, -15°C to +55°C
Humidity, Max 95% non-condensing
Compliance, Electromagnetic compatibility, IEC 60945/EN 60945, IEC 60950-1/EN 60950-1 standards
Recommended temperature, +5°C to +40°C",https://www.kongsberg.com/maritime/products/deck-machinery-and-cranes/deck-machinery/seismic-vessels/spread-management/seatrack-220-320/,https://www.kongsberg.com/contentassets/4147baa3ebf2431f8727ee50d889df87/datasheet_seadiff320.pdf,,"GPS transponder, Seatrack 220 / 320",1.0
Seadiff 380,"Communication solutions, Naval",,,,,"GPS, Glonass, Galileo and Beidou based relative positioning system
On board system for calculation of data from connected Seatrack units
Supports radio communication or wired connection for Seatrack units
Provides relative range and bearing to all units
Presents bearing between Seatracks
Supports multi frequency GPS, Glonass, Galileo and Beidou","Position accuracy: <1m
Operational temperature range: -15°C - +55°C
Position accuracy SBAS: <0.5m
Position accuracy RTK: <10cm
Relative buoy accuracy: <1m
Humidity: Max 95% non-condensing
Supply voltage: 100 to 240 V AC 50/60 Hz
Max power consumption: 60 W
Seadiff Processing Unit dimensions: 89 x 485 x 357 mm
Seadiff Processing Unit weight: 5.4 Kg",https://www.kongsberg.com/maritime/products/deck-machinery-and-cranes/deck-machinery/seismic-vessels/spread-management/seatrack-220-320/,https://www.kongsberg.com/contentassets/4147baa3ebf2431f8727ee50d889df87/datasheet_seadiff380.pdf,,"GPS transponder, Seatrack 220 / 320",1.0
Seafloor Information System 5 (SIS 5),"Seafloor mapping, Geophysical survey",,,,,"A single SIS installation can support multiple survey vessels. It supports all EM systems simultaneously and the EM system can be controlled from a remote location. It provides control, logging and QA-functionality for the surveyor on the mother ship. SIS uses S-57 background maps from WMS-server, and facilitates remote operations and multi-survey setup fast or slow connections within any price range. SIS supports survey planning in the office and during the survey, and supports .KMall logging format, allowing for easier post-processing. SIS also features an open API for developers to interface in many different ways, and has a way to allow the user to manually upload data to the Seabed2030 initiative for mapping the whole world by 2030.","EM™ systems supported: EM 2040 (all models), EM 712, EM 304, EM 124. Operating System: Windows 10. Hardware: Hydrographic Work Station (HWS) IEC 60945 and E10 Maritime Certified Computer. The Digital Terrain Models in SIS can be exported as GeoTIFF files. Computer 19” rack mount recommended for installation.",https://www.kongsberg.com/maritime/products/ocean-science/mapping-systems/multibeam-echo-sounders/em-124-multibeam-echosounder-max.-11000-m,https://www.kongsberg.com/contentassets/fc4a27883f1d4d3a86775c4f483b323b/446295c_sis5_data_sheet.pdf,,"EM 124 Multibeam echosounder, Max. 11000 m",1.0
